Location,Address,City,STATE,Zip,Manufacturer,Year Built
Rock Springs Elementary,2400 Rock Spring Rd/Rock Sprgs Es,Apopka,FL,32712,Lochinvar Corporation,1988
Lockhardt Middle School,3411 Doctor Love Road/Blrm,Orlando,FL,32810,Lochinvar Corporation,1988
Disney Mgm Studios,Po Box 10000/Laundry Theme Prk-Mgm,Lake Buena Vista,FL,32830,Lochinvar Corporation,1988
Disney Mgm Studios,Mgm/Ops 3,Lake Buena Vista,FL,32830,Lochinvar Corporation,1988
Disney Mgm Studios,Po Box 10000/Admin. Bldg-Mgm.,Lake Buena Vista,FL,32830,Lochinvar Corporation,1988
Holiday Inn/Kitchen,6515 International Drive,Orlando,FL,32819,Groen,1988
Paramount Resort,2900 Sw 13Th Street/Blr Rm,Gainesville,FL,32608,Peerless/Eastern Foundry,1988
Ojus Elementary,18600 W Dixie Hwy/Blrm/Ojus Ele,Miami,FL,33160,Aldrich,1988
Fulford Elementary,16140 Ne 18Th Ave/Blrm/Fulford Ele,N Miami Beach,FL,33162,Aldrich,1988
Dunedin High,1651 Pinehurst Rd/Bldg 2 Blr Rm,Dunedin,FL,34697,Bryan,1988
Diplomat Elementary School,1115 Ne 16Th Ter/Util Blrm,Cape Coral,FL,33909,Raypak,1988
Three Oaks Elementary School,19600 Cypress View Dr/Three Oaks Es,Ft Myers,FL,33912,Raypak,1988
Brewster Tech Center,2222 N Tampa St / Blrm,Tampa,FL,33602,Patterson Kelly,1988
Trapnell Elementary,1505 W Trapnell/Kitchen,Plant City,FL,33567,"Market Forge Industries, Inc.",1988
Tampa Palms Elementary,6100 Tampa Palms/Blrm,Tampa,FL,33647,Bryan,1988
Sunrise Elementary,375 Marion Oaks Course/Kit/Sunrise Es,Ocala,FL,34473,Lochinvar Corporation,1988
Quality Suites,5876 Irlo Bronson Hwy/Blr Rm,Kissimmee,FL,34746,Raypak,1988
Quality Suites,5876 W Irlo Bronson,Kissimmee,FL,34746,Raypak,1988
Wyndham Palace Resort,1900 Buena Vista Dr/Main Kitchen,Orlando,FL,32830,Vulcan,1988
St Edwards School,1895 St Edwards Dr/Pool Blrm,Vero Beach,FL,32960,Raypak,1988
Disney Carribean Beach Resort,Po Box 10000/Trinidad Laundry,Lake Buena Vista,FL,32830,Pvi,1988
Disney Carribean Beach Resort,Po Box 10000/Aruba Laundry,Lake Buena Vista,FL,32830,Pvi,1988
Disney Carribean Beach Resort,Po Box 10000/Jamaica Laundry,Lake Buena Vista,FL,32830,Pvi,1988
Disney Carribean Beach Resort,Po Box 10000/Trinidad Laundry,Lake Buena Vista,FL,32830,Pvi,1988
Publix #65,717 14Th Street North,Leesburg,FL,32748,Electrosteam,1988
Hunters Green Country Club,18101 Longwater Run/Tennis Club,Tampa,FL,33647,Raypak,1988
Hunters Green Country Club,18101 Longwater Run/Tennis Club,Tampa,FL,33647,Raypak,1988
Publix Store,1005 Cortez Rd W/Bakery,Bradenton,FL,34207,Electro Steam,1988
Lacuna Golf & Country Club,6400 Grand Lacuna Blvd/Kitchen,Lake Worth,FL,33467,Cleveland Range,1988
Palm Beach County Stockade,673 Fairgrounds Rd/Old Kit/Stockade,West Palm Beach,FL,33411,A O Smith Water Products Co,1988
Buchholz High/Kitchen,5510 Nw 27 Ave,Gainesville,FL,32606,A O Smith Water Products Co,1988
Tribune Company Sun Sentinel,333 Sw 12 Ave/Mech Rm,Deerfield Beach,FL,33441,Lochinvar Corporation,1988
Madison Corrections,Sr 14 & 360/Dorm E/Madison Ci,Madison,FL,32340,A O Smith Water Products Co,1988
Madison Correctionals,Sr 14 & Hwy 360/Dorm F/Madison Ci,Madison,FL,32340,A O Smith Water Products Co,1988
Madison Corrections,Sr 14 & 360/Dorm G/Madison Ci,Madison,FL,32340,A O Smith Water Products Co,1988
Madison Corrections,Sr 14 & 360/I-Dorm/Madison Ci,Madison,FL,32340,A O Smith Water Products Co,1988
Madison Corrections,Sr 14 & 360/Dorm J/Madison Ci,Madison,FL,32340,A O Smith Water Products Co,1988
Madison Corrections,Sr 14 & 360/Dorm K/Madison Ci,Madison,FL,32340,A O Smith Water Products Co,1988
Convent,2934 W Curtis/Blrm,Tampa,FL,33614,Raypak,1988
Convent,2934 W Curtis/Blr Rm,Tampa,FL,33614,Pvi Industries,1988
Hendry Correctional,12551 Wainwright Dr/Maint Blrm/Hendry,Immokalee,FL,34142,Lochinvar Corporation,1988
T.D. Waterhouse Centre,600 W Amelia St/Admin. A,Orlando,FL,32801,A O Smith Water Products Co,1988
Calhoun Correctional,Cr 69 S/Maint Shop/Calhoun Ci,Blountstown,FL,32424,A O Smith Water Products Co,1988
Coalition For The Homeless,639 W Central Blvd/Blrm,Orlando,FL,32801,Teledyne Laars,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/Hu-6,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/7-Delta,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-10,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/Bldg 9 Upstairs,Tampa,FL,33619,Pvi,1988
Southern Winds,4225 W 20 Ave/Blr Rm,Hialeah,FL,33010,Pvi Industries,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Main Blr Rm,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-1,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/Pod 1,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/Hu-1,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-1,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/Hu-2,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-2,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-4,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/Hu 5,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-2,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-2,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Pod 3,Tampa,FL,33619,Pvi,1988
Osceola Hall,500 Chapel Dr/Penthouse,Tallahassee,FL,32304,Raypak,1988
Warehouse Lottery Bldg,250 Marriott Wy/Penthouse,Tallahassee,FL,32301,Teledyne Laars,1988
Warehouse Lottery Bldg,250 Marriott Wy/Penthouse,Tallahassee,FL,32301,Teledyne Laars,1988
Warehouse Lottery Bldg,250 Marriott Way/Penthouse,Tallahassee,FL,32301,Teledyne Laars,1988
Bayview Community Center,2106 E Lloyd/O/S/Bayview Comm Ctr,Pensacola,FL,32521,Raypak,1988
Neptune Middle School,2727 Neptune Rd/Neptune Ms,Kissimmee,FL,34744,A O Smith Water Products Co,1988
Liberty Correctional Institute,Hcr 2 Box 144/Maintenance Shop,Bristol,FL,32321,A O Smith Water Products Co,1988
Liberty Correctional,Cr 1641/Liberty Ci/L Dorm,Bristol,FL,32321,A O Smith Water Products Co,1988
Liberty Correctional,Cr 1641/Liberty Ci/K Dorm,Bristol,FL,32321,A O Smith Water Products Co,1988
Liberty Correctional,Cr 1641/Liberty Corr/Wc Food Sv,Bristol,FL,32321,A O Smith Water Products Co,1988
Liberty Correctional,Cr 1641/Liberty Ci/Hcr Med,Bristol,FL,32321,Weil Mclain,1988
Liberty Correctional,Cr 1641/Liberty Ci/Y Dorm,Bristol,FL,32321,A O Smith Water Products Co,1988
Liberty Correctional,Cr 1641/Liberty Ci/Voc Plumb,Bristol,FL,32321,A O Smith Water Products Co,1988
Arabian Nights Dinner Theatre/Kitchen,6225 W Irlo Bronson Mem Hwy/Rest.Blr Rm,Kissimmee,FL,34747,Rite,1988
Bally Total Fitness,14875 S Dixie Hwy/Miami,Miami,FL,33176,Lattner,1988
Royal Palms At Orlando,8404 Vacation Way/4200 Bldg Blr Rm,Orlando,FL,32821,A O Smith Water Products Co,1988
Bally Total Fitness - Blrm,3301 Coral Way,Miami,FL,33145,Lattner,1988
Royal Palms At Orlando,8404 Vacation Way/4300 Bldg,Orlando,FL,32821,A O Smith Water Products Co,1988
Royal Palms At Orlando,8404 Vacation Way/4300 Bldg,Orlando,FL,32821,A O Smith Water Products Co,1988
Royal Palms At Orlando,8404 Vacation Way/4200 Bldg Blr Rm,Orlando,FL,32821,A O Smith Water Products Co,1988
Boca Raton Resort,501 E Camino Real/Tower,Boca Raton,FL,33432,Raypak,1988
Boca Raton Resort,501 E Camino Real/Tower,Boca Raton,FL,33432,Raypak,1988
Boca Raton Resort,501 E Camino Real/Tower,Boca Raton,FL,33432,Raypak,1988
Boca Raton Resort,501 E Camino Real/Tower,Boca Raton,FL,33432,Raypak,1988
Boca Raton Resort,501 E Camino Real/Tower,Boca Raton,FL,33432,Raypak,1988
Boca Raton Resort,501 E Camino Real/Tower,Boca Raton,FL,33432,Raypak,1988
The Bolles School,7400 San Jose Blvd/Little Pool,Jacksonville,FL,32217,Cleaver Brooks,1988
Mullen Booth Elementary,3025 Union St/Chiller Yd B,Clearwater,FL,33760,A O Smith Water Products Co,1988
Walt Disney World,Disney Mgm Studios/Abc Theatre,Lake Buena Vista,FL,32830,A O Smith Water Products Co,1988
North Port Elementary,7050 Glen Allen Blvd/Blrm 603,North Port,FL,34287,Raypak,1988
North Port Elementary,7050 Glen Allen Blvd/Pump House,North Port,FL,34287,Raypak,1988
Milton High School,5445 Nw Stewart St/Home Ec/Yard,Milton,FL,32570,Raypak,1988
Wellington High,2101 Greenview Shrs/Wellington Hs,West Palm Beach,FL,33414,Lochinvar Corporation,1988
Wellington High,2101 Greenview Shrs/Wellington Hs,West Palm Beach,FL,33414,Lochinvar Corporation,1988
North Hamilton Elementary,1291 Florida St/Kit/N Hamilton Es,Jennings,FL,32052,Pvi Industries,1988
Holt Corrections Center,800 Monterey Rd/Kitchen,Stuart,FL,34994,A O Smith Water Products Co,1988
Holt Corrections Center,800 Monterey Rd/Blr Rm A-1,Stuart,FL,34994,A O Smith Water Products Co,1988
Holt Corrections Center,800 Monterey Rd/Blr Rm A-4,Stuart,FL,34994,A O Smith Water Products Co,1988
Holt Corrections Center,800 Monterey Rd/Blr Rm A-2,Stuart,FL,34994,A O Smith Water Products Co,1988
Holt Corrections Center,800 Monterey Rd/Blr Rm Kitchen,Stuart,FL,34994,A O Smith Water Products Co,1988
Holt Corrections Center,800 Monterey Rd/Blr Rm A-3,Stuart,FL,34994,A O Smith Water Products Co,1988
Holt Corrections Center,800 Monterey Rd/Blr Rm B-2,Stuart,FL,34994,A O Smith Water Products Co,1988
Gulf Forestry Workcamp,3322 Doc Whitfield Rd/Food Svc,White City,FL,32465,Jarco,1988
Royal Palms At Orlando,8404 Vacation Way/4 Diff Bldg,Orlando,FL,32821,A O Smith Water Products Co,1988
Royal Palms At Orlando,8404 Vacation Way/4400 Bldg,Orlando,FL,32821,A O Smith Water Products Co,1988
Orange County Convention Ctr,9800 Int'L Dr/Conv Ctr/Ph #2Kit,Orlando,FL,32819,Groen,1988
Orange County Convention Center,9800 Int'L Dr/Ph2 Kitchen,Orlando,FL,32819,Groen,1988
Carryville Work Camp,1001 Waits Ave/B Dorm/Carryville Wc,Carryville,FL,32427,A O Smith Water Products Co,1988
Uleta Park Recreation Center,16880 Ne 4Th Ave/Pool Rm,North Miami Beach,FL,33162,Raypak,1988
Gainesville Work Camp,1000 Ne 55Th /Lndry/G'Ville Wc,Gainesville,FL,32609,Jarco,1988
Hamilton Correctional,10650 Sw 46 St/Hamilton Ci/Food,Hamilton,FL,32052,H B Smith,1988
Hamilton Correctional,10650 Sw 46Th St/Ham Ci/Voc,Jasper,FL,32052,A O Smith Water Products Co,1988
Quincy Corrections,Hwy 267 S/Main Blrm/Quincy Ci,Quincy,FL,32351,Kewanee,1988
Lake City Medical Center,340 Nw Commerce/Blr Rm,Lake City,FL,32055,Aerco,1988
Lochart Stadium,5301 Nw 12 Ave/Lochart Stad,Ft Lauderdale,FL,33309,Lochinvar Corporation,1988
Best Western Florida Mall-New Blrm,8421 S Orange Blossom Trail,Orlando,FL,32809,A O Smith Water Products Co,1988
Levy Forestry Camp,Po Box 1659/1251 Ne Cr 343/Levy Foresty,Bronson,FL,32621,Weben Jarco,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-4,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriffs Office,1201 North Orient Road/Hu4,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/Hu5,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Rd/Hu 5,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-6,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu 6,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu 6,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-3,Tampa,FL,33619,Pvi,1988
Hillsborough County Sheriff'S Office,1201 N Orient Road/Hu-3,Tampa,FL,33619,Pvi,1988
Surrey Place Convalescent,5525 21St/Blr Rm,Bradenton,FL,34209,Raypak,1988
Surrey Place Convalescent Home/Blr Rm,5525 21St Ave W/Engineering,Bradenton,FL,34209,Raypak,1988
White City Elementary,905 W 2 St/Kitchen/Ft Pierce Fl,Ft Pierce,FL,34982,A O Smith Water Products Co,1988
Holiday Beach Resort,1006 Hwy 98 E/Bldg 1 Main,Destin,FL,32573,A O Smith Water Products Co,1988
T T Wentworth Museum,330 S Jefferson/Basement,Pensacola,FL,32501,Kewanee,1988
Bishops Buffet,12628 Front Beach/Kitchen,Panama City Beach,FL,32407,Groen,1988
Skyline Elementary School,620 Sw 19Th Street/Kitchen,Ft Myers,FL,33990,"Market Forge Industries, Inc.",1988
W Palm Beach - Work Release Center,261 Fairgrounds Road,W Palm Beach,FL,33411,Weber-Jarco,1988
Forest City Elementary,1010 Sand Lake Rd/Blrm/Forest City Ele,Altamonte Springs,FL,32714,Lochinvar Corporation,1988
Hyatt Pier 66 Whm Llc,2301 Se 17Th St/Mech Rm,Fort Lauderdale,FL,33301,Mr Steam,1988
Moore Hall,207 N San Marco/Cary White #220,St Augustine,FL,32084,Weben Jarco,1988
Brevard Community College,250 Grassland Road/Blr Rm 3Rd Flr,Palm Bay,FL,32909,Superior,1988
Board Administration Building,1450 Ne 2Nd Ave/Roof Blr Rm,Miami,FL,33132,Cleaver Brooks,1988
Administration Building,1450 Ne 2Nd Ave/Roof Blr Rm,Miami,FL,33132,Cleaver Brooks,1988
Hotel Sofitel/Blr Rm,5800 Blue Lagoon Drive,Miami,FL,33126,Raypak,1988
Hotel Sofitel/Blr Rm,5800 Blue Lagoon Drive,Miami,FL,33126,Raypak,1988
Hotel Sofitel/Blr Rm,5800 Blue Lagoon Drive,Miami,FL,33126,Raypak,1988
Hotel Sofitel/Blr Rm,5800 Blue Lagoon Drive,Miami,FL,33126,Raypak,1988
Hotel Sofitel/Blr Rm,5800 Blue Lagoon Drive,Miami,FL,33126,Raypak,1988
Neptune Middle School,2727 Neptune Rd/Neptune Ms,Kissimmee,FL,34744,A O Smith Water Products Co,1988
Neptune Middle School,2727 Neptune Rd/Neptune Ms,Kissimmee,FL,34744,Patterson Kelly,1988
Neptune Middle School,2727 Neptune Rd/Neptune Ms,Kissimmee,FL,34744,Patterson Kelly,1988
Neptune Middle School,2727 Neptune Rd/Neptune Ms,Kissimmee,FL,34744,Patterson Kelly,1988
Neptune Middle School,2727 Neptune Rd/Neptune Ms,Kissimmee,FL,34744,A O Smith Water Products Co,1988
Turnberry Country Club/Orchid Hotel Roof,19999 W Country Club Drive,Aventura,FL,33180,Pvi,1988
City Hall,17011 Ne 19Th Avenue/Roof,North Miami Beach,FL,33162,Teledyne Laars,1988
Palms Hotel & Villas By Lexington,3104 Parkway Blvd/Blr Rm,Kissimmee,FL,34746,A O Smith Water Products Co,1988
Palms Hotel & Villas By Lexington,3104 Parkway Blvd/Blr Rm,Kissimmee,FL,34747,A O Smith Water Products Co,1988
Holiday Inn Ocala,3621 W Silver Springs/Blr Rm,Ocala,FL,34475,Raypak(Due 1'24'2#12),1988
Tropicana Field,1 Tropicana Dr/Outdoor,St Petersburg,FL,33705,Raypak,1988
Tropicana Field,1 Tropicana Dr/Outdoor,St Petersburg,FL,33705,Raypak,1988
Tropicana Field,1 Tropicana Dr/Outdoor,St Petersburg,FL,33705,Raypak,1988
Tropicana Field,1 Tropicana Dr/Outdoor,St Petersburg,FL,33705,Raypak,1988
Admiral Farragut Academy,501 Park Street N/Blr Rm,St. Petersburg,FL,33710,Fulton,1988
City Of St Pete/City Hall,175 5Th Street N/City Hall/Bsmt,St Petersburg,FL,33701,Kewanee,1988
Coalition For The Homeless,107 Hillcrest Street/Blrm,Orlando,FL,32801,Fulton,1988
Masonic Home Of Florida,3201 1St Street Ne/Boiler Room,St Petersburg,FL,33709,Pvi,1988
Holiday Inn,5678 W Irlo Bronson Hwy/Boiler Rm,Kissimmee,FL,34746,Lochinvar Corporation,1988
Orlando Arena,600 W Amelia St/D Quad Mech,Orlando,FL,32801,A O Smith Water Products Co,1988
F.W. Springstead High,3300 Mariner/Fw Sprinstead Hs/Kit,Spring Hill,FL,34609,Cleveland Range,1988
T.D. Waterhouse Centre,600 W Amelia St/Sky Box D,Orlando,FL,32801,A O Smith Water Products Co,1988
Orlando Arena/Engineering,600 W Amelia St/Central Plant,Orlando,FL,32801,A O Smith Water Products Co,1988
T.D. Waterhouse Centre,600 W Amelia/Tech Services,Orlando,FL,32801,A O Smith Water Products Co,1988
T.D. Waterhouse Centre,600 W Amelia St/Sky Box C,Orlando,FL,32801,A O Smith Water Products Co,1988
Holiday Inn,5678 Irlo Bronson Hwy/Boiler Rm,Kissimmee,FL,34746,Lochinvar Corporation,1988
Lake Panasoffkee Elementary,790 Cr 482N/Lke Panasofk Es,Lake Panasofkee,FL,33538,Pvi Industries,1988
Boone Middle School,225 S 22 St/Blr Rm,Haines City,FL,33844,Pvi Industries,1988
North Hamilton Elementary,1291 Florida St/Gym/N Hamilton Es,Jennings,FL,32052,Raypak,1988
Howard Middle School,1145 E 2Nd St/Howard Ms,Monticello,FL,32344,Pvi,1988
Government Center,20 N Main/Roof/Govmt Ctr,Brooksville,FL,34601,Raypak,1988
St John'S Elementary,4463 Bainbridge/Cafe Bldg 3,Quincy,FL,32351,Pvi Industries,1988
Chattahoochee Elementary,335 Maple St/Cafe,Chattahoochee,FL,32324,Bradford White,1988
Wakulla High,3237 Coastal Hwy/Wakulla Hs,Crawfordville,FL,32327,Weil Mclain,1988
Wakulla High,3237 Coastal Hwy/Wakulla Hs,Crawfordville,FL,32327,Weil Mclain,1988
Tallahassee Community College,444 Appleyard Dr/Math Science,Tallahassee,FL,32304,Peerless,1988
Port St Lucie High,1201 Se Lennard/Pt St Lucie Hs,Pt St Lucie,FL,34952,Cleveland Range,1988
Port St Lucie High,1201 Se Lennard/St.Lucie Cty/Cafe.,Pt St Lucie,FL,34952,Cleveland Range,1988
Port St Lucie High,1201 Se Lennard/ Port St.Lucie Hs/Rm921,Port St Lucie,FL,34952,Cleveland Range,1988
Northpark Nursing Home/Blr Rm,2480 North Park Road,Hollywood,FL,33021,Lochinvar Corporation,1988
Holiday Inn/Engineering,1301 Belvedere Road/Outside,West Palm Beach,FL,33405,Lochinvar Corporation,1988
Bay Haven School,2001 W Tamiami Cir/Bay Haven,Sarasota,FL,34234,Cleveland Range,1988
Lake City Community College,Us Hwy 90 W/Blr Rm/Lake City Cc,Olustee,FL,32072,Industrial Boiler,1988
Trafalgar Middle School,2120 Trafalgar Pky/Trafalgar Ms/Bldg 100,Cape Coral,FL,33991,A O Smith Water Products Co,1988
Trafalgar Middle School,2120 Trafalgar Pwy/Trafalgar Ms/19 S,Cape Coral,FL,33991,A O Smith Water Products Co,1988
Mill Creek Elementary,1700 Mill Slough Rd/Mill Crk Es,Kissimmee,FL,34744,Vulcan Hart,1988
Neptune Middle School,2727 Neptune/Kitchen,Kissimmee,FL,34744,Cleveland Range,1988
Gateway High,801 Osceola/Pe Blr Rm,Kissimmee,FL,34744,Pvi,1988
St Cloud High,2000 Bull Dog La/Kitchen,St Cloud,FL,34769,Cleveland Range,1988
L.C. Evans Elementary,1895 Nw 75 St/L.C. Evans Es,Miami,FL,33147,Aldrich,1988
Derby Lane/Kitchen,10490 Gandy Blvd,St Petersburg,FL,33742,"Market Forge Industries, Inc.",1988
Hca/Gulf Coast Hospital,13681 Doctors Way/Blrm,Ft Myers,FL,33901,Lochinvar Corporation,1988
Hca/Gulf Coast Hospital,13681 Doctors Way/Engineering,Ft Myers,FL,33901,Lochinvar Corporation,1988
Helmsley Sandcastle Hotel,1540 Ben Franklin/Blr Rm,Sarasota,FL,33577,Kewanee,1988
Helmsley Sandcastle Hotel,1540 Ben Franklin/Blr Rm,Sarasota,FL,33577,Kewanee,1988
Life Management Ctr Of Nw Fl,525 E 15 St/Adult Day Treat.,Panama City,FL,32405,Rite,1988
Life Management Center,525 E 15 St/Children'S Svr.,Panama City,FL,32405,Rite,1988
St Andrew'S Towers,24 Harrison Ave,Panama City,FL,32401,Bradford White,1988
Bellview Elementary School,4425 Bellview Ave/Blrm/Bellview Es,Pensacola,FL,32526,Weil Mclain,1988
Jail/Blr Rm,314 Harmon Ave/Engineering,Panama City,FL,32401,Rheem,1988
Century Elementarty School,440 E Hecker Road/Kitchen,Century,FL,32535,Cleveland Range,1988
Poplilar High & Elementary,Highway 173/Blr Rm,Poplilar,FL,32425,Industrial Boiler,1988
Milton High,103 N Stewart St/Milton Hs,Milton,FL,32570,Raypak,1988
Munson Elementary,1155 Munson Road/Gym Blrm,Milton,FL,32570,Raypak,1988
Chumuckla Elementary,2312 Hwy182 /Chumuckla Es/Gym,Milton,FL,32570,Raypak,1988
Merritt Brown Middle School,5044 Merritt Brn Way/M Brn Ms,Panama City,FL,32404,"Market Forge Industries, Inc.",1988
Trenton High School,1415 N Main Street/Kitchen,Trenton,FL,32693,Vulcan,1988
Wellington High,2101 Greenview Shrs/Rm 4116/Wellington H,West Palm Beach,FL,33414,Cleaver Brooks,1988
Wellington High,2101 Greenview Shrs/Rm511G,West Palm Beach,FL,33414,Lochinvar Corporation,1988
Bear Lakes Middle School,3505 Shenandoah/Bear Lakes Ms,West Palm Beach,FL,33409,Lochinvar Corporation,1988
Bear Lakes Middle School,3505 Shenandoah/Bear Lakes Ms,West Palm Beach,FL,33409,Lochinvar Corporation,1988
Bear Lakes Middle School,3505 Shenandoah Blvd/Kitchen,West Palm Beach,FL,33409,Cleveland Range,1988
Seminole Trails Elementary,4075 Willow Pond/Seminole Tral Ele,West Palm Beach,FL,33417,Cleveland Range,1988
Indian Pines Elementary School,6000 Oak Royal Dr/Kitchen,Lake Worth,FL,33463,Cleveland Range,1988
Independent Colleges & Universities,150 W University Blvd/Arl Blr Rm,Melbourne,FL,32901,Ajax,1988
Holiday Inn,10120 S Federal Highway/Blr Rm,Port St Lucie,FL,34952,Pvi Industries,1988
Stetson University,157 E Minn. Ave/Griffith Hall,Deland,FL,32720,Bryan,1988
Stetson University,619 N Woodland/Emily Hall,Deland,FL,32720,Bryan,1988
Sage Hall*8'01 Insp Pd 12'1'1 (56412),136 E Minnesota Blvd#8420,Deland,FL,32720,Patterson Kelly,1988
Masonic Home Of Florida/Engineering,3201 1St Street Ne/Blr Rm,St. Petersburg,FL,33709,Pvi Industries,1988
Mandarin Library,3330 Kori Rd/2Nd Fl/Mandarin Library,Jacksonville,FL,32217,Weil Mclain,1988
Stetson University,1401 61St St S/North Yard,Gulfport,FL,33707,Raypak,1988
High Ridge Country Club,2400 Hypoluxo/Blr Rm Kitchen,Lantana,FL,33462,Lochinvar Corporation,1988
High Ridge Country Club,2400 Hypoluxo/Blrm Kitchen,Lantana,FL,33462,Lochinvar Corporation,1988
Watson B. Duncan Middle School,5150 117Th Court N/Blr Rm,West Palm Beach,FL,33418,Weben Jarco,1988
Boone Middle School,225 South 22Nd Street,Haines City,FL,33844,Pvi Industries,1988
